Year,Seasons,Division,Make,Number.of.Engines,Engine.Type,Purpose.of.Flight,Weather.Condition,Broad.Phase.of.Flight,Injury.Severity
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,MEST,Grumman,1.0,1,Personal,VMC,LANDING,0
1988,Spring,FWST,Cessna,1.0,1,Others,VMC,CRUISE,0
1988,Spring,SWST,Cessna,1.0,1,Personal,VMC,MANEUVERING,1
1988,Spring,GRLK,Piper,1.0,1,Personal,VMC,LANDING,0
1988,Spring,GRLK,Piper,1.0,1,Personal,VMC,LANDING,1
1988,Spring,MEST,Cessna,1.0,1,Personal,VMC,CRUISE,1
1988,Spring,SEST,Piper,1.0,1,Instructional,VMC,LANDING,0
1988,Spring,MEST,Piper,1.0,1,Personal,IMC,CRUISE,1
1988,Spring,MEST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,PLNS,Beech,2.0,1,Personal,VMC,LANDING,0
1988,Spring,RMTN,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,CRUISE,0
1988,Spring,SEST,Beech,2.0,1,Others,VMC,APPROACH,0
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,FWST,Beech,1.0,1,Personal,VMC,LANDING,0
1988,Spring,PLNS,Cessna,1.0,1,Instructional,VMC,CRUISE,0
1988,Spring,PLNS,Beech,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SWST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SWST,Piper,1.0,1,Others,VMC,LANDING,0
1988,Spring,FWST,Boeing,2.0,0,Others,VMC,CRUISE,1
1988,Spring,PLNS,Beech,1.0,1,Personal,VMC,CRUISE,0
1988,Spring,PLNS,Cessna,1.0,1,Instructional,VMC,MANEUVERING,1
1988,Spring,MEST,Cessna,1.0,1,Personal,VMC,CRUISE,0
1988,Spring,MEST,Beech,1.0,1,Instructional,VMC,TAXI,0
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,TAXI,0
1988,Spring,FWST,Piper,2.0,1,Others,VMC,APPROACH,1
1988,Spring,RMTN,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,FWST,Beech,2.0,1,Others,IMC,MANEUVERING,1
1988,Spring,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
1988,Spring,RMTN,Cessna,1.0,1,Personal,VMC,LANDING,1
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,GRLK,Cessna,1.0,1,Others,VMC,CRUISE,0
1988,Spring,NWED,Beech,1.0,1,Others,VMC,STANDING,0
1988,Spring,SEST,Cessna,2.0,1,Personal,VMC,CRUISE,0
1988,Spring,SEST,Piper,1.0,1,Instructional,VMC,STANDING,0
1988,Spring,RMTN,Piper,1.0,1,Others,VMC,TAKEOFF,0
1988,Spring,GRLK,Cessna,1.0,1,Personal,VMC,APPROACH,0
1988,Spring,SEST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,1
1988,Spring,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,1
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,FWST,Cessna,2.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,FWST,Cessna,2.0,1,Instructional,VMC,CRUISE,0
1988,Spring,SEST,Grumman,1.0,1,Personal,VMC,CRUISE,1
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Cessna,1.0,1,Instructional,VMC,APPROACH,1
1988,Spring,SEST,Beech,2.0,1,Instructional,VMC,LANDING,0
1988,Spring,PLNS,Cessna,1.0,1,Personal,IMC,CRUISE,1
1988,Spring,GRLK,Cessna,1.0,1,Instructional,VMC,DESCENT,0
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,APPROACH,0
1988,Spring,SEST,Mooney,1.0,1,Personal,VMC,CRUISE,1
1988,Spring,SWST,Cessna,1.0,1,Personal,VMC,APPROACH,0
1988,Spring,RMTN,Beech,1.0,1,Personal,VMC,CLIMB,1
1988,Spring,SEST,Piper,1.0,1,Others,VMC,CRUISE,0
1988,Spring,SWST,Cessna,1.0,1,Instructional,VMC,CRUISE,1
1988,Spring,GRLK,Beech,1.0,1,Personal,VMC,GO-AROUND,1
1988,Spring,FWST,Cessna,1.0,1,Others,VMC,TAKEOFF,0
1988,Spring,MEST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,MEST,Piper,1.0,1,Personal,VMC,LANDING,1
1988,Spring,SEST,Piper,1.0,1,Personal,VMC,CRUISE,0
1988,Spring,SWST,Bell,1.0,1,Personal,VMC,CRUISE,0
1988,Spring,FWST,Piper,1.0,1,Personal,UNK,CRUISE,1
1988,Spring,GRLK,Cessna,1.0,1,Personal,VMC,GO-AROUND,0
1988,Spring,MEST,Cessna,1.0,1,Instructional,VMC,CRUISE,1
1988,Spring,GRLK,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,GRLK,Boeing,2.0,0,Others,VMC,APPROACH,1
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,FWST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,FWST,Piper,1.0,1,Personal,IMC,APPROACH,1
1988,Spring,NWED,Cessna,1.0,1,Personal,VMC,LANDING,1
1988,Spring,PLNS,Piper,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,CRUISE,0
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
1988,Spring,RMTN,Piper,1.0,1,Personal,IMC,CRUISE,1
1988,Spring,GRLK,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Piper,1.0,1,Instructional,VMC,TAKEOFF,0
1988,Spring,FWST,Mooney,1.0,1,Personal,VMC,LANDING,1
1988,Spring,SEST,Piper,1.0,1,Personal,VMC,CRUISE,0
1988,Spring,SEST,Beech,2.0,1,Others,VMC,LANDING,0
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,GO-AROUND,1
1988,Spring,RMTN,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,SEST,Cessna,1.0,1,Others,VMC,TAXI,0
1988,Spring,SEST,Air Tractor,1.0,1,Others,VMC,TAKEOFF,1
1988,Spring,RMTN,Cessna,1.0,1,Personal,VMC,CLIMB,0
1988,Spring,RMTN,Piper,1.0,1,Personal,VMC,CRUISE,1
1988,Spring,GRLK,Piper,1.0,1,Instructional,VMC,TAKEOFF,0
1988,Spring,FWST,Cessna,1.0,1,Others,VMC,CRUISE,0
1988,Spring,FWST,Beech,1.0,1,Personal,VMC,APPROACH,0
1988,Spring,FWST,Boeing,3.0,0,Others,VMC,TAXI,0
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Beech,1.0,1,Personal,VMC,APPROACH,1
1988,Spring,FWST,Bell,1.0,1,Others,VMC,LANDING,0
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
1988,Spring,SEST,Hughes,1.0,1,Instructional,VMC,TAKEOFF,1
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,MANEUVERING,1
1988,Spring,FWST,Hughes,1.0,1,Others,VMC,CLIMB,0
1988,Spring,GRLK,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
1988,Spring,NWED,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,GO-AROUND,1
1988,Spring,SWST,Cessna,1.0,1,Personal,VMC,TAXI,0
1988,Spring,SWST,Grumman,1.0,1,Others,VMC,TAKEOFF,0
1988,Spring,SEST,Boeing,3.0,0,Others,VMC,STANDING,0
1988,Spring,SEST,Piper,1.0,1,Personal,VMC,DESCENT,1
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,DESCENT,0
1988,Spring,MEST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,1
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Beech,2.0,1,Personal,VMC,CRUISE,1
1988,Spring,MEST,Piper,2.0,1,Personal,IMC,APPROACH,1
1988,Spring,RMTN,Cessna,2.0,1,Others,IMC,APPROACH,1
1988,Spring,SEST,Bell,1.0,1,Personal,IMC,CRUISE,1
1988,Spring,SEST,Piper,1.0,1,Instructional,VMC,TAKEOFF,0
1988,Spring,SEST,Cessna,2.0,1,Personal,IMC,TAXI,0
1988,Spring,SEST,Cessna,1.0,1,Others,IMC,CRUISE,1
1988,Spring,SEST,Cessna,1.0,1,Others,VMC,TAKEOFF,0
1988,Spring,SEST,Cessna,1.0,1,Instructional,VMC,TAXI,0
1988,Spring,PLNS,Cessna,1.0,1,Instructional,VMC,CRUISE,0
1988,Spring,GRLK,Cessna,1.0,1,Personal,VMC,TAXI,0
1988,Spring,PLNS,Piper,2.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,TAXI,0
1988,Spring,PLNS,Beech,2.0,0,Others,IMC,CRUISE,0
1988,Spring,SEST,Piper,1.0,1,Personal,VMC,APPROACH,1
1988,Spring,FWST,Piper,1.0,1,Personal,VMC,MANEUVERING,0
1988,Spring,FWST,Cessna,1.0,1,Instructional,VMC,CRUISE,1
1988,Spring,RMTN,Cessna,1.0,1,Instructional,VMC,GO-AROUND,0
1988,Spring,PLNS,Cessna,1.0,1,Others,VMC,MANEUVERING,1
1988,Spring,GRLK,Grumman,1.0,1,Others,VMC,MANEUVERING,0
1988,Spring,SEST,Beech,1.0,1,Personal,VMC,LANDING,0
1988,Spring,FWST,Piper,1.0,1,Personal,IMC,MANEUVERING,1
1988,Spring,FWST,Piper,2.0,1,Personal,IMC,CRUISE,1
1988,Spring,SWST,Cessna,1.0,1,Personal,VMC,STANDING,0
1988,Spring,SWST,Cessna,1.0,1,Personal,VMC,GO-AROUND,1
1988,Spring,SWST,Boeing,1.0,1,Personal,VMC,LANDING,0
1988,Spring,RMTN,Beech,1.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1988,Spring,SEST,Piper,1.0,1,Personal,VMC,CRUISE,1
1988,Spring,MEST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
1988,Spring,FWST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
1988,Spring,SWST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,1
1988,Spring,FWST,Cessna,1.0,1,Others,VMC,MANEUVERING,0
1988,Spring,SWST,Grumman,1.0,1,Others,VMC,LANDING,0
1988,Spring,SWST,Air Tractor,1.0,0,Personal,VMC,LANDING,0
1988,Spring,SEST,Beech,1.0,1,Personal,VMC,TAKEOFF,0
1988,Spring,NWED,Piper,1.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,PLNS,Cessna,1.0,1,Personal,VMC,CRUISE,1
1988,Spring,PLNS,Beech,2.0,1,Others,IMC,APPROACH,1
1988,Spring,SEST,Grumman,1.0,1,Others,VMC,APPROACH,0
1988,Spring,FWST,Piper,1.0,1,Personal,VMC,CRUISE,0
1988,Spring,FWST,Cessna,1.0,1,Instructional,VMC,MANEUVERING,1
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,CLIMB,1
1988,Spring,SWST,Piper,1.0,1,Instructional,VMC,TAKEOFF,0
1988,Spring,SWST,Piper,1.0,1,Personal,IMC,TAKEOFF,1
1988,Spring,GRLK,Piper,1.0,1,Personal,IMC,APPROACH,1
1988,Spring,SEST,Beech,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,MANEUVERING,1
1988,Spring,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1988,Spring,SEST,Mooney,1.0,1,Others,VMC,CRUISE,1
1988,Spring,FWST,Cessna,1.0,1,Instructional,VMC,APPROACH,0
1988,Spring,FWST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,SEST,Piper,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Piper,2.0,1,Personal,VMC,CLIMB,0
1988,Spring,SEST,Bell,1.0,1,Personal,VMC,CRUISE,1
1988,Spring,SEST,Cessna,1.0,1,Personal,IMC,CRUISE,1
1988,Spring,PLNS,Beech,1.0,1,Others,VMC,CRUISE,1
1988,Spring,MEST,Bell,1.0,0,Personal,VMC,LANDING,0
1988,Spring,MEST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
1988,Spring,MEST,Piper,1.0,1,Personal,VMC,APPROACH,0
1988,Spring,SWST,Piper,1.0,1,Personal,VMC,LANDING,1
1988,Spring,FWST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,CLIMB,0
1988,Spring,FWST,Bell,1.0,1,Personal,IMC,CRUISE,1
1988,Spring,NWED,Mooney,1.0,1,Personal,VMC,CRUISE,0
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,MANEUVERING,0
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,MANEUVERING,0
1988,Spring,FWST,Piper,1.0,1,Personal,VMC,CLIMB,1
1988,Spring,GRLK,Piper,1.0,1,Personal,VMC,STANDING,1
1988,Spring,SEST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
1988,Spring,SEST,Piper,1.0,1,Personal,VMC,APPROACH,0
1988,Spring,FWST,Piper,2.0,1,Personal,VMC,LANDING,0
1988,Spring,FWST,Beech,2.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,GRLK,Bell,1.0,1,Others,VMC,TAXI,0
1988,Spring,GRLK,Cessna,1.0,1,Instructional,VMC,LANDING,0
1988,Spring,GRLK,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,PLNS,Cessna,1.0,1,Instructional,VMC,CRUISE,0
1988,Spring,SWST,Cessna,2.0,1,Others,VMC,APPROACH,1
1988,Spring,GRLK,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,NWED,Bell,1.0,0,Others,VMC,LANDING,1
1988,Spring,PLNS,Cessna,1.0,1,Others,VMC,TAXI,0
1988,Spring,RMTN,Cessna,1.0,1,Personal,VMC,CRUISE,0
1988,Spring,GRLK,Piper,2.0,1,Others,IMC,APPROACH,1
1988,Spring,GRLK,Cessna,2.0,1,Personal,VMC,OTHERS,1
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Cessna,1.0,1,Instructional,VMC,CRUISE,1
1988,Spring,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
1988,Spring,PLNS,Piper,2.0,1,Others,VMC,APPROACH,0
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Piper,1.0,1,Instructional,VMC,LANDING,0
1988,Spring,SEST,Beech,1.0,1,Personal,VMC,MANEUVERING,1
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,APPROACH,0
1988,Spring,RMTN,Bell,1.0,1,Instructional,VMC,LANDING,0
1988,Spring,SWST,Bell,1.0,1,Others,VMC,MANEUVERING,0
1988,Spring,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
1988,Spring,FWST,Boeing,3.0,0,Others,VMC,DESCENT,0
1988,Spring,NWED,Beech,1.0,1,Personal,VMC,STANDING,1
1988,Spring,MEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,PLNS,Beech,1.0,1,Personal,VMC,LANDING,0
1988,Spring,GRLK,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Cessna,1.0,1,Others,UNK,CRUISE,1
1988,Spring,SEST,Cessna,2.0,1,Personal,VMC,TAXI,0
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,GO-AROUND,0
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,PLNS,Cessna,1.0,1,Others,VMC,MANEUVERING,1
1988,Spring,SWST,Cessna,1.0,1,Instructional,VMC,MANEUVERING,1
1988,Spring,SWST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,RMTN,Bell,1.0,1,Personal,VMC,LANDING,0
1988,Spring,FWST,Beech,1.0,1,Personal,VMC,CLIMB,0
1988,Spring,GRLK,Piper,1.0,1,Personal,VMC,CRUISE,0
1988,Spring,FWST,Cessna,1.0,1,Instructional,VMC,MANEUVERING,1
1988,Spring,FWST,Bell,1.0,0,Others,VMC,LANDING,0
1988,Spring,FWST,Beech,1.0,1,Personal,VMC,CRUISE,1
1988,Spring,GRLK,Bell,1.0,0,Others,IMC,APPROACH,1
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
1988,Spring,RMTN,Cessna,1.0,1,Others,VMC,CRUISE,0
1988,Spring,GRLK,Piper,1.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,PLNS,Beech,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Grumman,1.0,1,Others,VMC,CRUISE,0
1988,Spring,PLNS,Beech,1.0,1,Personal,VMC,TAKEOFF,0
1988,Spring,SWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,CRUISE,0
1988,Spring,SWST,Hughes,1.0,1,Others,VMC,TAKEOFF,1
1988,Spring,SEST,Cessna,1.0,1,Others,VMC,MANEUVERING,0
1988,Spring,MEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1988,Spring,SEST,Mooney,1.0,1,Others,VMC,APPROACH,1
1988,Spring,FWST,Bell,1.0,0,Others,VMC,CRUISE,1
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,STANDING,0
1988,Spring,FWST,Beech,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SWST,Piper,1.0,1,Personal,VMC,CRUISE,1
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SWST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,FWST,Piper,1.0,1,Personal,VMC,LANDING,1
1988,Spring,MEST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
1988,Spring,SWST,Cessna,1.0,1,Instructional,VMC,STANDING,1
1988,Spring,SEST,Piper,1.0,1,Others,VMC,CRUISE,1
1988,Spring,NWED,Cessna,1.0,1,Personal,VMC,TAXI,0
1988,Spring,SEST,Cessna,1.0,1,Others,VMC,MANEUVERING,1
1988,Spring,FWST,Bell,1.0,1,Others,VMC,MANEUVERING,1
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,DESCENT,1
1988,Spring,FWST,Cessna,1.0,1,Others,VMC,MANEUVERING,0
1988,Spring,FWST,Cessna,1.0,1,Others,VMC,APPROACH,0
1988,Spring,FWST,Piper,2.0,1,Personal,VMC,LANDING,0
1988,Spring,GRLK,Piper,2.0,1,Others,VMC,APPROACH,0
1988,Spring,GRLK,Beech,2.0,1,Others,VMC,TAKEOFF,1
1988,Spring,GRLK,Bell,1.0,0,Others,VMC,TAKEOFF,0
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
1988,Spring,FWST,Piper,1.0,1,Personal,UNK,TAKEOFF,0
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,TAXI,1
1988,Spring,SEST,Hughes,1.0,1,Instructional,VMC,TAXI,1
1988,Spring,SEST,Boeing,2.0,0,Others,VMC,TAXI,0
1988,Spring,FWST,Beech,1.0,1,Personal,VMC,CRUISE,1
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,APPROACH,1
1988,Spring,RMTN,Cessna,1.0,1,Instructional,VMC,CRUISE,0
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,FWST,Piper,1.0,1,Personal,VMC,STANDING,0
1988,Spring,MEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,SEST,Robinson,1.0,1,Personal,VMC,LANDING,0
1988,Spring,FWST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,SEST,Piper,1.0,1,Others,VMC,CRUISE,0
1988,Spring,MEST,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,NWED,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Spring,PLNS,Piper,1.0,1,Personal,VMC,CRUISE,0
1988,Spring,SEST,Beech,1.0,1,Instructional,VMC,APPROACH,1
1988,Spring,SEST,Cessna,1.0,1,Personal,VMC,APPROACH,1
1988,Spring,GRLK,Cessna,1.0,1,Personal,VMC,APPROACH,0
1988,Spring,SEST,Cessna,2.0,1,Personal,VMC,TAKEOFF,1
1988,Spring,GRLK,Piper,2.0,1,Personal,VMC,TAKEOFF,0
1988,Spring,GRLK,Cessna,1.0,1,Others,IMC,CRUISE,1
1988,Spring,SEST,Beech,1.0,1,Others,VMC,CRUISE,1
1988,Spring,PLNS,Beech,2.0,1,Others,IMC,CRUISE,1
1988,Spring,SEST,Boeing,4.0,0,Others,VMC,LANDING,0
1988,Spring,FWST,Piper,1.0,1,Personal,VMC,DESCENT,1
1988,Spring,SWST,Piper,1.0,1,Personal,IMC,CRUISE,0
1988,Spring,GRLK,Cessna,1.0,1,Personal,IMC,LANDING,0
1988,Spring,FWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1988,Spring,FWST,Cessna,1.0,1,Personal,VMC,DESCENT,1
1988,Spring,RMTN,Cessna,1.0,1,Others,VMC,MANEUVERING,1
1988,Spring,MEST,Cessna,1.0,1,Instructional,VMC,GO-AROUND,0
1988,Spring,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1988,Spring,FWST,Cessna,1.0,1,Others,VMC,CRUISE,1
1988,Spring,MEST,Piper,1.0,1,Personal,VMC,CRUISE,1
1988,Spring,NWED,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
1988,Spring,SEST,Cessna,1.0,1,Others,VMC,LANDING,0
1988,Spring,GRLK,Cessna,1.0,1,Instructional,VMC,LANDING,0
1988,Winter,NWED,Piper,1.0,1,Personal,VMC,LANDING,0
1988,Winter,SEST,Cessna,1.0,1,Personal,VMC,MANEUVERING,1
1988,Winter,NWED,Piper,1.0,1,Personal,VMC,APPROACH,1
1988,Winter,PLNS,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
1988,Winter,SWST,Cessna,1.0,1,Personal,VMC,MANEUVERING,0
1988,Winter,SWST,Cessna,1.0,1,Personal,VMC,DESCENT,1
1988,Winter,FWST,Cessna,2.0,1,Others,VMC,LANDING,0
1988,Winter,SEST,Cessna,1.0,1,Instructional,VMC,APPROACH,1
1988,Winter,SEST,Cessna,1.0,1,Instructional,VMC,APPROACH,1
1988,Winter,FWST,Grumman,1.0,1,Personal,VMC,CRUISE,1
1988,Winter,FWST,Piper,1.0,1,Personal,VMC,GO-AROUND,1
1988,Winter,SWST,Cessna,1.0,1,Instructional,VMC,APPROACH,1
1988,Winter,MEST,Beech,2.0,0,Others,VMC,TAXI,0
1988,Winter,MEST,Cessna,1.0,1,Personal,VMC,MANEUVERING,0
1988,Winter,SWST,Grumman,1.0,1,Others,VMC,CLIMB,0
1988,Winter,GRLK,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
1988,Winter,PLNS,Bell,1.0,1,Personal,VMC,MANEUVERING,1
1988,Winter,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
1988,Winter,PLNS,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Winter,FWST,Beech,1.0,1,Others,VMC,DESCENT,0
1988,Winter,FWST,Beech,1.0,1,Others,VMC,MANEUVERING,1
1988,Winter,PLNS,Piper,1.0,1,Personal,VMC,LANDING,0
1988,Winter,SEST,Piper,2.0,1,Personal,VMC,APPROACH,0
1988,Winter,SEST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,1
1988,Winter,SWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
1988,Winter,SWST,Cessna,1.0,1,Personal,VMC,APPROACH,1
1988,Winter,PLNS,Mooney,1.0,1,Personal,VMC,LANDING,0
1988,Winter,SEST,Beech,2.0,1,Others,VMC,TAKEOFF,0
1988,Winter,MEST,Cessna,1.0,1,Others,VMC,TAKEOFF,0
1988,Winter,SWST,Piper,1.0,1,Instructional,VMC,TAKEOFF,0
1988,Winter,SWST,Piper,1.0,1,Personal,VMC,CRUISE,0
1988,Winter,GRLK,Cessna,1.0,1,Others,VMC,APPROACH,1
1988,Winter,GRLK,Grumman,1.0,1,Others,VMC,TAKEOFF,1
1988,Winter,FWST,Piper,1.0,1,Others,IMC,TAKEOFF,0
1988,Winter,NWED,Cessna,1.0,1,Personal,VMC,LANDING,0
1988,Winter,FWST,Cessna,1.0,1,Personal,VMC,LANDING,1
1988,Winter,SEST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
1988,Winter,PLNS,Bell,1.0,1,Personal,VMC,TAKEOFF,1
1988,Winter,SWST,Piper,1.0,1,Instructional,VMC,CRUISE,0
1988,Winter,RMTN,Piper,1.0,1,Personal,VMC,LANDING,1
1988,Winter,RMTN,Mooney,1.0,1,Personal,VMC,LANDING,1
1988,Winter,RMTN,Cessna,1.0,1,Others,VMC,CRUISE,0
1988,Winter,GRLK,Cessna,1.0,1,Instructional,VMC,LANDING,0
1988,Winter,MEST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
1988,Winter,SEST,Beech,1.0,1,Instructional,VMC,TAKEOFF,0
1988,Winter,GRLK,Piper,2.0,1,Others,VMC,LANDING,0
1988,Winter,MEST,Mooney,1.0,1,Personal,VMC,APPROACH,1
1988,Winter,SEST,Cessna,1.0,1,Others,VMC,TAKEOFF,0
1988,Winter,SEST,Cessna,1.0,1,Others,VMC,APPROACH,0
1988,Winter,FWST,Beech,1.0,1,Personal,VMC,MANEUVERING,1
1988,Winter,FWST,Piper,1.0,1,Personal,VMC,MANEUVERING,1
1988,Winter,RMTN,Cessna,1.0,1,Personal,VMC,DESCENT,1
1988,Winter,SEST,Cessna,1.0,1,Personal,VMC,CRUISE,1
1988,Winter,SEST,Cessna,1.0,1,Personal,VMC,CLIMB,1
1988,Winter,NWED,Piper,2.0,1,Others,IMC,APPROACH,1
1988,Winter,MEST,Piper,2.0,1,Others,IMC,APPROACH,1
1988,Winter,SWST,Piper,1.0,1,Instructional,VMC,TAKEOFF,0
1988,Winter,FWST,Piper,2.0,0,Others,VMC,CRUISE,1
1988,Winter,FWST,Bell,1.0,0,Others,VMC,MANEUVERING,1
1988,Winter,NWED,Cessna,1.0,1,Instructional,VMC,LANDING,0
1988,Winter,SEST,Piper,1.0,1,Personal,UNK,CRUISE,1
1988,Winter,FWST,Cessna,1.0,1,Personal,VMC,APPROACH,0
1988,Winter,SWST,Beech,1.0,1,Instructional,VMC,TAKEOFF,0
1988,Winter,SEST,Beech,1.0,1,Others,IMC,APPROACH,1
1988,Winter,RMTN,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
